ds,yhat,yhat_lower,yhat_upper
2018-08-22,1405.9138584461662,-4593.064967701685,7319.508308536409
2018-08-23,1757.0032993799393,-3396.550665331427,7164.311519347846
2018-08-24,688.6659261728962,-5005.807721780699,5982.107947203396
2018-08-25,1349.3609722369954,-4288.145821534783,6614.085924756224
2018-08-27,973.3028430122114,-4449.8529858371885,6848.950237646737
2018-08-29,1397.6748650713016,-4094.865561491205,7015.9093825053815
2018-08-30,1863.1756984590882,-3664.7915713413586,7057.482650563212
2018-08-31,893.9389333492983,-4567.625577696289,6196.888852455453
2018-09-13,2119.3065610126678,-3327.0626235177288,7993.983109546515
2018-09-14,1013.0939595880778,-4618.669587623828,6891.126411328938
2018-09-15,1605.3813156581455,-4011.16147536895,7003.723355866312
2018-09-16,1097.8250469007723,-4534.369213366399,6758.773439950944
2018-09-17,1016.4495948689001,-4244.883753496794,6367.8464908637825
2018-09-20,1471.4506479545298,-3971.6236805721155,6686.401583082875
2018-09-21,348.96314960043196,-5344.857019337349,6154.793013316507
2018-09-22,943.5471739934317,-4530.863917661729,6275.035456892773
2018-09-23,457.0747022731091,-5384.949645288019,6164.950822382159
2018-09-24,415.2422648847871,-5341.7211540971975,6206.971725330615
2018-09-25,1297.7911950328257,-4035.5432440650243,7009.383371520527
2018-09-26,688.2591250416092,-4705.375810979579,6180.347360299682
2018-09-27,1088.5342637915062,-4100.0905719589155,6565.779033955819
2018-09-28,65.97044287988047,-5993.164503083693,5831.224101032354
2018-09-29,770.0256148066833,-5510.756916611246,6223.394799936744
2018-09-30,399.6879609747307,-5399.559578028956,6416.281828087601
2018-10-01,477.56744396952604,-5343.554878619567,5894.9221078481605
2018-10-02,1480.1997429530952,-4121.1104050241565,6828.491676459069
2018-10-03,987.8841382561437,-4685.330711355301,6207.786929805027
2018-10-04,1499.3245788947156,-4006.7438954471427,6992.095715523428
2018-10-05,578.829633792092,-5111.386759069441,5949.689952302861
2018-10-06,1373.031800812812,-4506.495498467589,6730.019918654441
2018-10-07,1078.3882575527043,-4387.312404453033,6289.357459045546
2018-10-08,1215.3390026473967,-4372.385181522288,6881.689842264325
2018-10-09,2258.667675928236,-3079.131354684884,7812.794586762103
2018-10-10,1787.3852478573108,-3851.616274304109,7336.14158883578
2018-10-11,2299.4047436078426,-3255.238708656129,8344.673804387821
2018-10-12,1358.7619638785077,-4078.734746288101,6949.1861082545365
2018-10-13,2112.342282125869,-3352.970086189496,7781.246819033477
2018-10-14,1757.3755560581885,-3828.752728755873,7222.676444255146
2018-10-15,1815.575399722522,-3598.9471611138233,7088.36241017692
2018-10-16,2763.4687316577524,-3159.176180795596,8228.817737886435
2018-10-17,2182.2367242096225,-3582.967450829373,7570.253615512855
2018-10-18,2572.3365309917235,-3140.816715329245,8110.85660601211
2018-10-19,1500.6602067992799,-3852.7232050975763,7074.5368754430565
2018-10-20,2117.1925497427255,-3527.3244882980043,7662.575707459171
2018-10-21,1622.4317049063586,-4196.616192916066,7045.715256731201
2018-10-22,1541.4506788069953,-3895.217539004812,7074.004289780576
2018-10-23,2354.1476338002035,-3617.7326048869163,7838.2756236724745
2018-10-24,1645.0080399226342,-3860.976285908268,7493.111639400614
2018-10-25,1917.6499630022056,-3851.3110023667564,7876.724350261092
2018-10-26,741.9107066904253,-4497.28485587449,6639.428036051575
