ds,yhat,yhat_lower,yhat_upper
2015-05-14,1842.0539092742442,-3581.2322685085196,7483.024947710643
2015-05-15,838.793873687956,-5291.925112547141,5938.406623886044
2015-05-16,1519.1776067923338,-4026.4777465781044,7600.149099049789
2015-05-17,1082.1152399590528,-4390.799438845634,6607.793390951171
2015-05-31,-847.1289430367823,-6547.234324068428,4888.133652257257
2015-06-23,1553.072881326058,-3990.32416477923,7050.2829862625185
2015-06-29,512.0460126702691,-4807.44244055307,6118.79402982851
2015-07-19,458.7325803732311,-5289.055267556078,5783.487666898473
2015-07-29,2786.3520184956046,-3062.8120949821687,8383.638587625981
2015-08-13,2122.6903079445783,-3670.252733406841,7823.749055406312
2015-08-14,890.5583500358564,-4653.091517365825,6489.553752162067
2015-08-28,-387.3294436001696,-5890.6945355678245,5254.747092816158
2015-08-30,-27.232260264206502,-5974.323208045332,5277.221629875085
2015-08-31,50.13075521059409,-5865.479304174555,5390.938862990329
2015-09-21,-456.8274727345299,-5939.438773007836,4962.93761216298
2015-09-26,-357.89292556864916,-5797.01086687837,5158.766025296173
2015-09-27,-786.5451510514022,-6059.614761447656,4580.45905873884
2015-09-28,-765.8026220247725,-6158.253310549684,5189.994817611234
2015-09-30,-360.0916805069197,-6012.713899211113,4965.991848094075
2015-10-18,703.4518819127827,-4396.267372135664,6293.642486537844
2015-10-21,897.1002138932959,-4436.739008820447,6222.48776203677
2015-10-22,1213.410993127639,-4359.473788419422,6715.555122386795
2015-10-23,72.63513923933795,-5821.818509267807,5626.952056040152
2015-10-24,626.4683857206759,-4835.29486293388,6407.3831236932765
2015-10-25,76.9853154700063,-5755.221780827623,5786.342941913814
2015-10-27,728.6129420757212,-4711.5308675206115,6386.5327592707345
2015-10-28,-3.7080088340890143,-5726.009121387566,5321.919880509907
2015-10-29,258.0524550209349,-5735.39785088453,6196.871883000141
2015-10-30,-915.7984425479341,-6544.22040133865,4698.934138616278
2015-10-31,-372.4130952794666,-5732.189242427499,5217.336211506774
2015-11-14,-24.53368699944042,-5359.428092437682,5368.895732746791
2015-11-21,1698.8288417108483,-4050.7511185497306,7491.432852594624
2015-11-26,3294.447400776118,-2142.794834130689,9115.14230828622
2015-11-27,2469.532788574367,-3173.886536723357,7978.557632050058
2015-11-29,3081.1885868770464,-2611.9076101466712,8997.475949018019
2015-12-19,1856.6983295239274,-3161.613182251361,7398.714831890057
2015-12-20,1245.4957221630214,-4501.863694611729,6974.37512671959
2015-12-21,1075.0356633318602,-4579.302305602068,6463.972004573246
2015-12-25,193.27721262881846,-6208.380506909429,5378.953614976607
2015-12-26,766.6063640049888,-4659.177110492462,6465.728636515431
2015-12-30,524.1920461591675,-4746.2535686693445,6076.517455399526
2015-12-31,946.1642367699582,-4527.131126123686,6874.7595888236565
2016-01-22,2180.01590429026,-3463.007124549074,7981.525004945814
2016-01-26,3139.1366428686497,-2650.9328886335684,8567.667261011671
2016-01-31,1525.881178600367,-4144.641401043104,7041.69860151563
2016-02-13,591.9645042519394,-4958.751432436983,6263.645252451017
2016-02-14,186.8157149560459,-4832.692705806666,5859.964762913018
2016-02-20,963.651080399374,-4294.830875686447,6414.173043329746
2016-02-22,745.5221167848393,-4850.1840692144215,6239.131623071891
2016-02-24,1261.8885448111598,-4896.3029976456155,6765.468614058261
2016-02-26,784.8657828109422,-4828.585731210478,6440.2564394721885
2016-02-27,1517.9204444488619,-4107.553034104096,7405.0466498387805
2016-02-28,1145.42501154495,-4385.650685699277,7184.466151533713
2016-03-15,1085.861693135839,-4941.01424737284,6785.4321975768235
2016-03-16,423.9405285923849,-5624.3885271598065,5738.913693986671
2016-03-20,-119.15126281303378,-5548.015166071392,5623.311129324728
2016-03-21,-110.20326982454344,-5522.904773293202,5751.281501700803
2016-03-22,823.8873508254017,-4370.684967514179,6491.961911939111
2016-03-28,219.40264724004226,-5483.589935040047,5640.730640242573
2016-03-29,1226.3952289891083,-4140.162106045101,7040.061535679704
2016-04-15,43.60254954978916,-5615.206683148388,6101.719005477701
2016-04-16,620.9137719822502,-4782.963297257434,6154.690451755844
2016-04-20,187.91617347235456,-5588.778501298822,5396.636910465102
2016-04-24,-377.01195523742444,-5788.609544601203,5316.862802805814
2016-04-26,570.4377401351653,-4769.486215824892,6476.530356090103
2016-04-28,483.51280443166297,-5158.05304559395,5563.57042306444
2016-05-16,1475.4105167844612,-4541.98654450437,7501.023299962298
2016-05-17,2360.1373597533884,-3254.660318146606,8293.1870225941
2016-05-19,2031.7863109393502,-3489.163746937173,7542.014423068044
2016-05-22,874.664111608635,-4984.633177979218,6193.400462172947
2016-05-29,-302.92985158015495,-5853.782757078197,5133.3469271795475
2016-05-30,-428.77245511367255,-5653.684901007402,5376.878493091339
2016-05-31,372.1731067711912,-5484.376161717023,6007.093204220093
2016-06-18,1022.2254422000431,-4610.709509436864,6501.649682585575
2016-06-19,724.3921010236879,-4784.962211634471,6452.419741185159
2016-06-20,841.4455636864051,-4723.90111271713,6628.039353072001
2016-06-22,1327.3014365412578,-4044.8568166832756,6885.744885821343
2016-06-23,1776.177249594778,-3526.8654774871184,7629.496229884498
2016-06-27,963.2459275850143,-4300.514330465321,6368.38755396536
2016-06-30,1481.7644909848098,-4183.982814297483,6812.911996502698
2016-07-13,437.92454423346805,-4872.8095696303635,6074.281541675987
2016-07-20,1545.9122783247458,-3717.3805101998,7006.820918668189
2016-07-21,2172.1127215562574,-3877.4756814782677,7860.511488332851
2016-07-25,2272.9442206709537,-3324.0480254403637,7725.067811575406
2016-07-31,3048.2130847088138,-2487.173265229207,8938.584511491992
2016-08-14,1373.4455987372423,-4116.410939695162,6751.763780485799
2016-08-18,1451.503206414483,-3775.4940062763944,6896.374992686349
2016-08-21,346.03511647144603,-4852.156760044105,6137.809217418667
2016-08-22,293.16398212222884,-5740.082523591245,6019.495960042006
